--------- beginning of system
09-12 09:43:54.281 I/keystore2(  200): system/security/keystore2/watchdog/src/lib.rs:319 - Watchdog thread idle -> terminating. Have a great day.
--------- beginning of main
09-12 09:43:54.507 D/Maestro (25111): Requesting view hierarchy
09-12 09:43:54.532 W/QueryController(25111): Could not detect idle state.
09-12 09:43:54.539 W/QueryController(25111): Could not detect idle state.
09-12 09:43:54.809 D/ActivityManager(  600): freezing 2148 com.android.vending:background
09-12 09:43:54.905 I/rkstack.process(  924): Background concurrent mark compact GC freed 2728KB AllocSpace bytes, 0(0B) LOS objects, 49% free, 2771KB/5543KB, paused 2.375ms,10.098ms total 384.839ms
09-12 09:43:55.007 D/ActivityManager(  600): freezing 1673 com.android.vending
09-12 09:43:55.010 D/InetDiagMessage(  600): Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-12 09:43:55.011 D/InetDiagMessage(  600): Destroyed 1 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-12 09:43:55.012 D/InetDiagMessage(  600): Destroyed live tcp sockets for uids={10142} in 3ms
09-12 09:43:55.048 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@c443d; boundsInParent: Rect(0, 0 - 0, 0); boundsInScreen: Rect(827, 66 - 827, 66); boundsInWindow: Rect(827, 66 - 827, 66); packageName: com.android.systemui; className: android.widget.FrameLayout; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.386 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f1c7d; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(75, 677 - 1007, 281); boundsInWindow: Rect(75, 677 - 1007, 281); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: Service request link; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.388 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f203e; boundsInParent: Rect(0, 0 - 932, 103); boundsInScreen: Rect(75, 677 - 1007, 396); boundsInWindow: Rect(75, 677 - 1007, 396); packageName: com.merxus.mobile.qa; className: android.widget.EditText; text: https://...; error: null; maxTextLength: 5000; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_LONG_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SET_TEXT - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.390 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f23ff; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(75, 677 - 1007, 470); boundsInWindow: Rect(75, 677 - 1007, 470); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: Payment link; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.392 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f27c0; boundsInParent: Rect(0, 0 - 932, 103); boundsInScreen: Rect(75, 677 - 1007, 585); boundsInWindow: Rect(75, 677 - 1007, 585); packageName: com.merxus.mobile.qa; className: android.widget.EditText; text: https://...; error: null; maxTextLength: 5000; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_LONG_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SET_TEXT - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.403 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f45c8; boundsInParent: Rect(0, 0 - 930, 0); boundsInScreen: Rect(75, 1306 - 1005, 1306); boundsInWindow: Rect(75, 1306 - 1005, 1306); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.438 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@f9fe0; boundsInParent: Rect(0, 0 - 878, 51); boundsInScreen: Rect(101, 2244 - 979, 2224); boundsInWindow: Rect(101, 2244 - 979, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: DAILY DIGEST PREVIEW; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.440 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@fa3a1; boundsInParent: Rect(0, 0 - 878, 48); boundsInScreen: Rect(101, 2307 - 979, 2224); boundsInWindow: Rect(101, 2307 - 979, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 0 calls, 0 notifications, 0 suppressed; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.442 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@fa762; boundsInParent: Rect(0, 0 - 878, 51); boundsInScreen: Rect(101, 2367 - 979, 2224); boundsInWindow: Rect(101, 2367 - 979, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 2026-09-12; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.444 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@fab23; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(74, 2457 - 1006, 2224); boundsInWindow: Rect(74, 2457 - 1006, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: No automation runs recorded in the last 30 days.; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.446 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@faee4; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(74, 2520 - 1006, 2224); boundsInWindow: Rect(74, 2520 - 1006, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: No active SMS health alerts in the last 30 days.; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.447 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@fb2a5; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(74, 2583 - 1006, 2224); boundsInWindow: Rect(74, 2583 - 1006, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: 0 opted-out contacts; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.449 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@fb666; boundsInParent: Rect(0, 0 - 932, 51); boundsInScreen: Rect(74, 2658 - 1006, 2224); boundsInWindow: Rect(74, 2658 - 1006, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: No recent SMS messages yet.; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.451 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@cc01c; boundsInParent: Rect(0, 0 - 1008, 184); boundsInScreen: Rect(36, 2760 - 1044, 2224); boundsInWindow: Rect(36, 2760 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: , Subscription, Manage your plan and billing, ; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.454 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@cd2e1; boundsInParent: Rect(0, 0 - 1008, 184); boundsInScreen: Rect(36, 2956 - 1044, 2224); boundsInWindow: Rect(36, 2956 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.456 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@ce5a6; boundsInParent: Rect(0, 0 - 1008, 553); boundsInScreen: Rect(36, 3152 - 1044, 2224); boundsInWindow: Rect(36, 3152 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.459 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d076f; boundsInParent: Rect(0, 0 - 1008, 184); boundsInScreen: Rect(36, 3717 - 1044, 2224); boundsInWindow: Rect(36, 3717 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: , Scheduled Notifications, 0 upcoming, ; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.462 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d1a34; boundsInParent: Rect(0, 0 - 1008, 60); boundsInScreen: Rect(36, 3937 - 1044, 2224); boundsInWindow: Rect(36, 3937 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: APPEARANCE, ; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.466 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d2577; boundsInParent: Rect(0, 0 - 1008, 60); boundsInScreen: Rect(36, 4045 - 1044, 2224); boundsInWindow: Rect(36, 4045 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: APP INFO & LEGAL, ; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.468 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d30ba; boundsInParent: Rect(0, 0 - 996, 49); boundsInScreen: Rect(48, 4164 - 1044, 2224); boundsInWindow: Rect(48, 4164 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.widget.TextView; text: DANGER ZONE; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_NEXT_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY - null, AccessibilityAction: ACTION_SET_SELECTION - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.472 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d347b; boundsInParent: Rect(0, 0 - 1008, 184); boundsInScreen: Rect(36, 4238 - 1044, 2224); boundsInWindow: Rect(36, 4238 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: , Delete Account, Permanently delete your account and all data; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.474 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@d437f; boundsInParent: Rect(0, 0 - 1008, 106); boundsInScreen: Rect(36, 4458 - 1044, 2224); boundsInWindow: Rect(36, 4458 - 1044, 2224); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: , Sign Out; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_FOCUS - null, AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_CLICK - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.474 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@eab5; boundsInParent: Rect(0, 0 - 1080, 157); boundsInScreen: Rect(0, 288 - 1080, 131); boundsInWindow: Rect(0, 288 - 1080, 131); packageName: com.merxus.mobile.qa; className: android.view.ViewGroup; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: toastAnimatedContainer; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: true; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.475 D/Maestro (25111): View hierarchy received in 251 ms
09-12 09:44:20.553 D/Maestro (25111): Requesting view hierarchy
09-12 09:44:20.553 W/QueryController(25111): Could not detect idle state.
09-12 09:44:20.554 W/QueryController(25111): Could not detect idle state.
09-12 09:44:20.571 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@c443d; boundsInParent: Rect(0, 0 - 0, 0); boundsInScreen: Rect(827, 66 - 827, 66); boundsInWindow: Rect(827, 66 - 827, 66); packageName: com.android.systemui; className: android.widget.FrameLayout; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
09-12 09:44:20.573 I/Maestro (25111): Skipping invisible child: android.view.accessibility.AccessibilityNodeInfo@25e58; boundsInParent: Rect(0, 0 - 1080, 0); boundsInScreen: Rect(0, 288 - 1080, 288); boundsInWindow: Rect(0, 288 - 1080, 288); packageName: com.merxus.mobile.qa; className: android.widget.LinearLayout; text: null; error: null; maxTextLength: -1; stateDescription: null; contentDescription: null; tooltipText: null; containerTitle: null; viewIdResName: null; uniqueId: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; contextClickable: false; enabled: true; password: false; scrollable: false; granularScrollingSupported: false; importantForAccessibility: false; visible: false; actions: [AccessibilityAction: ACTION_SELECT - null, AccessibilityAction: ACTION_CLEAR_SELECTION - null, AccessibilityAction: ACTION_ACCESSIBILITY_FOCUS - null, AccessibilityAction: ACTION_SHOW_ON_SCREEN - null]; isTextSelectable: false
